Frequency (Hz),ASD (cyc/sqrt(Hz))
8.882124554367997860e+00,1.765534640679294170e-07
8.883024556856026877e+00,1.898105002974922822e-07
8.883924559344057670e+00,1.670072341751338388e-07
8.884824561832086687e+00,1.629814517765775311e-07
8.885724564320117480e+00,1.929930053234480059e-07
8.886624566808146497e+00,1.617216439600761901e-07
8.887524569296177290e+00,1.531661234996591829e-07
8.888424571784206307e+00,1.895158664849159644e-07
8.889324574272237101e+00,1.839538517580068690e-07
8.890224576760267894e+00,1.558858291718713350e-07
8.891124579248296911e+00,1.454134064573190144e-07
8.892024581736327704e+00,1.678976998420624577e-07
8.892924584224356721e+00,1.811890004913395883e-07
8.893824586712387514e+00,1.732769862986817630e-07
8.894724589200416531e+00,1.777990558466272222e-07
8.895624591688447325e+00,1.741434256118266476e-07
8.896524594176476342e+00,1.697027888897254389e-07
8.897424596664507135e+00,1.948825949729008737e-07
8.898324599152536152e+00,1.904689713539538238e-07
8.899224601640566945e+00,1.391173133103678122e-07
8.900124604128597738e+00,1.453679461095443336e-07
8.901024606616626755e+00,1.989732942648193705e-07
8.901924609104657549e+00,1.939791825578187797e-07
8.902824611592686566e+00,1.871206395243226712e-07
8.903724614080717359e+00,1.826570572836152585e-07
8.904624616568746376e+00,1.877713647583793998e-07
8.905524619056777169e+00,1.872755549234272316e-07
8.906424621544806186e+00,1.459381006981446044e-07
8.907324624032836979e+00,1.710366282771610111e-07
8.908224626520867773e+00,1.830252676040419340e-07
8.909124629008896790e+00,1.835904004504012596e-07
8.910024631496927583e+00,1.966553248192030118e-07
8.910924633984956600e+00,1.977981711624010119e-07
8.911824636472987393e+00,1.667216379941033398e-07
8.912724638961016410e+00,1.835894537383817208e-07
8.913624641449047203e+00,1.996087184644145400e-07
8.914524643937076220e+00,1.385678375421386648e-07
8.915424646425107014e+00,1.685086793872855299e-07
8.916324648913136031e+00,1.904871804949044317e-07
8.917224651401166824e+00,2.102208055248942680e-07
8.918124653889197617e+00,2.033526148578768853e-07
8.919024656377226634e+00,1.544911030483789550e-07
8.919924658865257427e+00,1.647107030375884168e-07
8.920824661353286444e+00,1.945610645266794600e-07
8.921724663841317238e+00,1.522886048327475918e-07
8.922624666329346255e+00,1.444494377357567423e-07
8.923524668817377048e+00,1.770621503297358865e-07
8.924424671305406065e+00,1.871573697984267042e-07
8.925324673793436858e+00,1.580525211802299520e-07
8.926224676281467652e+00,1.716672619600702005e-07
8.927124678769496668e+00,2.036232939775505075e-07
8.928024681257527462e+00,1.958229451963030933e-07
8.928924683745556479e+00,2.046813808270138069e-07
8.929824686233587272e+00,1.965187213505022151e-07
8.930724688721616289e+00,1.758549675979249463e-07
8.931624691209647082e+00,1.612506368370853085e-07
8.932524693697676099e+00,1.920368830837790892e-07
8.933424696185706892e+00,1.655782993864526691e-07
8.934324698673735909e+00,1.447649794783166362e-07
8.935224701161766703e+00,1.411106190712111912e-07
8.936124703649797496e+00,1.449964777748317728e-07
8.937024706137826513e+00,1.534573134437677008e-07
8.937924708625857306e+00,1.821518341132600135e-07
8.938824711113886323e+00,1.843760369574091300e-07
8.939724713601917117e+00,1.855752145358976563e-07
8.940624716089946133e+00,1.342106602553880774e-07
8.941524718577976927e+00,1.494463654727981219e-07
8.942424721066005944e+00,1.465930261347415638e-07
8.943324723554036737e+00,1.463296841868678884e-07
8.944224726042065754e+00,1.773710597100359124e-07
8.945124728530096547e+00,1.907617195552937676e-07
8.946024731018127341e+00,1.957323767052092804e-07
8.946924733506156358e+00,1.077006555490370538e-07
8.947824735994187151e+00,1.485251794957105499e-07
8.948724738482216168e+00,1.484408744319782187e-07
8.949624740970246961e+00,2.008847511428217311e-07
8.950524743458275978e+00,1.500360867937323421e-07
8.951424745946306771e+00,1.838940628656650304e-07
8.952324748434335788e+00,1.592217951285347273e-07
8.953224750922366582e+00,1.345079268695029831e-07
8.954124753410397375e+00,1.359111027862843312e-07
8.955024755898426392e+00,1.318577933163715757e-07
8.955924758386457185e+00,1.415464785310582408e-07
8.956824760874486202e+00,1.655156591265313617e-07
8.957724763362516995e+00,1.546703584911329131e-07
8.958624765850546012e+00,1.527899422482999612e-07
8.959524768338576806e+00,1.381516913988548936e-07
8.960424770826605823e+00,1.408175317881488878e-07
8.961324773314636616e+00,1.658979721325363821e-07
8.962224775802665633e+00,1.491889048870551970e-07
8.963124778290696426e+00,1.379993142144695012e-07
8.964024780778727219e+00,1.453580687507866901e-07
8.964924783266756236e+00,1.510420202836991835e-07
8.965824785754787030e+00,1.632957649174667009e-07
8.966724788242816047e+00,1.540983851715462756e-07
8.967624790730846840e+00,1.565271126404427152e-07
8.968524793218875857e+00,1.471197952768928278e-07
8.969424795706906650e+00,1.451520243922100923e-07
8.970324798194935667e+00,1.524214357517857882e-07
8.971224800682966460e+00,1.983517101973518559e-07
8.972124803170997254e+00,2.226562566067686977e-07
8.973024805659026271e+00,1.662336153210513591e-07
8.973924808147057064e+00,1.471837547359082438e-07
8.974824810635086081e+00,1.935434761186551091e-07
8.975724813123116874e+00,1.765967939784160622e-07
8.976624815611145891e+00,1.595928475033787030e-07
8.977524818099176684e+00,1.622468299736466897e-07
8.978424820587205701e+00,1.588160689782554694e-07
8.979324823075236495e+00,1.839876355462615985e-07
8.980224825563265512e+00,1.595300854431748812e-07
8.981124828051296305e+00,1.796628076734936048e-07
8.982024830539327098e+00,1.672852072637555135e-07
8.982924833027356115e+00,1.471398328683154495e-07
8.983824835515386908e+00,1.391226729124593032e-07
8.984724838003415925e+00,1.251376687312530248e-07
8.985624840491446719e+00,1.460385003697113669e-07
8.986524842979475736e+00,1.601264910719317534e-07
8.987424845467506529e+00,1.457287804073483519e-07
8.988324847955535546e+00,1.452857227989217857e-07
8.989224850443566339e+00,1.555493750912960392e-07
8.990124852931597133e+00,1.634957567605605303e-07
8.991024855419626149e+00,1.481313797868031771e-07
8.991924857907656943e+00,1.564460632761919143e-07
8.992824860395685960e+00,1.483610712453862194e-07
8.993724862883716753e+00,1.604519003340645742e-07
8.994624865371745770e+00,1.527631569101983775e-07
8.995524867859776563e+00,1.500954945416355758e-07
8.996424870347805580e+00,1.664104666658537534e-07
8.997324872835836373e+00,1.651283291846696967e-07
8.998224875323865390e+00,1.666864142803477959e-07
8.999124877811896184e+00,1.711997619193982585e-07
9.000024880299926977e+00,1.762040515550803909e-07
9.000924882787955994e+00,1.554871052550432400e-07
9.001824885275986787e+00,1.508640394779230171e-07
9.002724887764015804e+00,1.347493879070128181e-07
9.003624890252046598e+00,1.200002295696044837e-07
9.004524892740075614e+00,1.418384082869372287e-07
9.005424895228106408e+00,1.458984433032773338e-07
9.006324897716135425e+00,1.201769030681481651e-07
9.007224900204166218e+00,1.302446848636101276e-07
9.008124902692195235e+00,1.264472883061087932e-07
9.009024905180226028e+00,1.505218214900657234e-07
9.009924907668256822e+00,1.685380238401146212e-07
9.010824910156285839e+00,1.819784501558003894e-07
9.011724912644316632e+00,1.404238038013923114e-07
9.012624915132345649e+00,1.744964252361223813e-07
9.013524917620376442e+00,1.505066065422596526e-07
9.014424920108405459e+00,1.549820068231170775e-07
9.015324922596436252e+00,1.723430978595050885e-07
9.016224925084465269e+00,1.889009157428974607e-07
9.017124927572496063e+00,1.991457615339211652e-07
9.018024930060526856e+00,1.882408617116217571e-07
9.018924932548555873e+00,1.577216996428126761e-07
9.019824935036586666e+00,1.832063977238857291e-07
9.020724937524615683e+00,1.619720217448326380e-07
9.021624940012646476e+00,1.630814841493169119e-07
9.022524942500675493e+00,1.907261559941938209e-07
9.023424944988706287e+00,1.713269576720523639e-07
9.024324947476735304e+00,1.373433844415996255e-07
9.025224949964766097e+00,1.920287254872842508e-07
9.026124952452795114e+00,2.050803813416166592e-07
9.027024954940825907e+00,1.635307705253722615e-07
9.027924957428856700e+00,1.535090772110875354e-07
9.028824959916885717e+00,1.326619481680977617e-07
9.029724962404916511e+00,1.187865312687333749e-07
9.030624964892945528e+00,1.523992933975319557e-07
9.031524967380976321e+00,1.555762964526671171e-07
9.032424969869005338e+00,1.586024807062523132e-07
9.033324972357036131e+00,1.174827253793651614e-07
9.034224974845065148e+00,1.623844136564639504e-07
9.035124977333095941e+00,1.522195595593683666e-07
9.036024979821126735e+00,1.533945384921610260e-07
9.036924982309155752e+00,1.695481126257681816e-07
9.037824984797186545e+00,1.748226045326138103e-07
9.038724987285215562e+00,1.766554551747525837e-07
9.039624989773246355e+00,1.552415226710866228e-07
9.040524992261275372e+00,1.422925424143742571e-07
9.041424994749306165e+00,1.392776638650435213e-07
9.042324997237335182e+00,1.521859074122939658e-07
9.043224999725365976e+00,1.604630700725624156e-07
9.044125002213394993e+00,1.687255218332303678e-07
9.045025004701425786e+00,1.813884783864260353e-07
9.045925007189456579e+00,2.083016384599435144e-07
9.046825009677485596e+00,2.890498805342046735e-07
9.047725012165516389e+00,2.629091889288765882e-07
9.048625014653545406e+00,1.632601256725668423e-07
9.049525017141576200e+00,1.929972742904780699e-07
9.050425019629605217e+00,2.114840982330212266e-07
9.051325022117636010e+00,1.714398250502676788e-07
9.052225024605665027e+00,1.529147438370427336e-07
9.053125027093695820e+00,1.872119922451647331e-07
9.054025029581726614e+00,1.702789038240512538e-07
9.054925032069755630e+00,1.458040196608239134e-07
9.055825034557786424e+00,1.674068752166045702e-07
9.056725037045815441e+00,1.935665213126537690e-07
9.057625039533846234e+00,2.070856809960923060e-07
9.058525042021875251e+00,1.728098075153759907e-07
9.059425044509906044e+00,1.944640003647055866e-07
9.060325046997935061e+00,1.815875162012226714e-07
9.061225049485965855e+00,1.580468029784325153e-07
9.062125051973994871e+00,1.546614831729501943e-07
9.063025054462025665e+00,1.912890862443779065e-07
9.063925056950056458e+00,1.683533925034849515e-07
9.064825059438085475e+00,1.500338272443118700e-07
9.065725061926116268e+00,1.314084901737188195e-07
9.066625064414145285e+00,1.465507087857870647e-07
9.067525066902176079e+00,1.731690370736493648e-07
9.068425069390205095e+00,1.461754099631683095e-07
9.069325071878235889e+00,1.333554930018011696e-07
9.070225074366264906e+00,1.487780379114411861e-07
9.071125076854295699e+00,1.915905350207513730e-07
9.072025079342324716e+00,2.439121785242586328e-07
9.072925081830355509e+00,2.030094541325137988e-07
9.073825084318386303e+00,1.808635370167464887e-07
9.074725086806415320e+00,1.468128185174862102e-07
9.075625089294446113e+00,1.437529400555256278e-07
9.076525091782475130e+00,1.401434173632599165e-07
9.077425094270505923e+00,1.845043813563062635e-07
9.078325096758534940e+00,1.912701194690768668e-07
9.079225099246565733e+00,2.065574037199081455e-07
9.080125101734594750e+00,1.854638107937615608e-07
9.081025104222625544e+00,1.704448423058835004e-07
9.081925106710656337e+00,1.710157430026651313e-07
9.082825109198685354e+00,1.599261448751254750e-07
9.083725111686716147e+00,1.313902393503743654e-07
9.084625114174745164e+00,1.224970425526699483e-07
9.085525116662775957e+00,1.542222578412368815e-07
9.086425119150804974e+00,1.680601089893702749e-07
9.087325121638835768e+00,1.667273763501377401e-07
9.088225124126864785e+00,1.362875777818268786e-07
9.089125126614895578e+00,1.674391634602674369e-07
9.090025129102924595e+00,2.041644288889212329e-07
9.090925131590955388e+00,2.002038111939654229e-07
9.091825134078986181e+00,2.166721287785174686e-07
9.092725136567015198e+00,1.769535841619340753e-07
9.093625139055045992e+00,1.758758594437847519e-07
9.094525141543075009e+00,1.662866990671146609e-07
9.095425144031105802e+00,2.055721175849326410e-07
9.096325146519134819e+00,2.057277028281201626e-07
9.097225149007165612e+00,1.789143948258432101e-07
9.098125151495194629e+00,1.868642793776072659e-07
9.099025153983225422e+00,1.747711534087897698e-07
9.099925156471256216e+00,1.732691094884637436e-07
9.100825158959285233e+00,1.708261454028786155e-07
9.101725161447316026e+00,1.353570263248458710e-07
9.102625163935345043e+00,1.569185914001078735e-07
9.103525166423375836e+00,1.922402909308897642e-07
9.104425168911404853e+00,2.083601467371816359e-07
9.105325171399435646e+00,2.015956750589903255e-07
9.106225173887464663e+00,1.814481512890730383e-07
9.107125176375495457e+00,2.039664465293425910e-07
9.108025178863524474e+00,1.926454061139469808e-07
9.108925181351555267e+00,1.709798609216129358e-07
9.109825183839586060e+00,1.457028631421650806e-07
9.110725186327615077e+00,1.328167440720686752e-07
9.111625188815645870e+00,1.864499104269436448e-07
9.112525191303674887e+00,2.087870582719400608e-07
9.113425193791705681e+00,1.605287848388107240e-07
9.114325196279734698e+00,1.579360263449997559e-07
9.115225198767765491e+00,2.000274427755872372e-07
9.116125201255794508e+00,1.987190509966626047e-07
9.117025203743825301e+00,1.854503092746672072e-07
9.117925206231856095e+00,1.582810795019611032e-07
9.118825208719885111e+00,1.448787333414934500e-07
9.119725211207915905e+00,1.775489960636482354e-07
9.120625213695944922e+00,1.970831991329502112e-07
9.121525216183975715e+00,1.957592871978949362e-07
9.122425218672004732e+00,2.129111972354796523e-07
9.123325221160035525e+00,1.524215830039798995e-07
9.124225223648064542e+00,1.593072811389865645e-07
9.125125226136095336e+00,2.398866574857041065e-07
9.126025228624124352e+00,2.027604116701055845e-07
9.126925231112155146e+00,2.043593954758339010e-07
9.127825233600185939e+00,1.732259198350265624e-07
9.128725236088214956e+00,1.647048785919942640e-07
9.129625238576245749e+00,1.946748038206233215e-07
9.130525241064274766e+00,1.753915989098377775e-07
9.131425243552305560e+00,1.664576440205964793e-07
9.132325246040334576e+00,2.069640574793395658e-07
9.133225248528365370e+00,1.994072144221252374e-07
9.134125251016394387e+00,1.501477815451007230e-07
9.135025253504425180e+00,1.478229844977257261e-07
9.135925255992454197e+00,2.213513325569836350e-07
9.136825258480484990e+00,1.954041090964048090e-07
9.137725260968515784e+00,1.127784564368720579e-07
9.138625263456544801e+00,1.518403981872240098e-07
9.139525265944575594e+00,2.052761044162861984e-07
9.140425268432604611e+00,1.926050843498422462e-07
9.141325270920635404e+00,1.862423214820233496e-07
9.142225273408664421e+00,2.103318405374088238e-07
9.143125275896695214e+00,2.512793474408022169e-07
9.144025278384724231e+00,2.251187109718218372e-07
9.144925280872755025e+00,1.657878542581348806e-07
9.145825283360785818e+00,1.958508267588588312e-07
9.146725285848814835e+00,1.695738385302295505e-07
9.147625288336845628e+00,1.385855590728679509e-07
9.148525290824874645e+00,1.768050696465029390e-07
9.149425293312905438e+00,1.538820176352807289e-07
9.150325295800934455e+00,1.691944656714827142e-07
9.151225298288965249e+00,1.645004126403735407e-07
9.152125300776994266e+00,1.883663753932680977e-07
9.153025303265025059e+00,2.313293413274550619e-07
9.153925305753054076e+00,1.973906387825140316e-07
9.154825308241084869e+00,1.608659951440909330e-07
9.155725310729115662e+00,1.772822559276049024e-07
9.156625313217144679e+00,2.089238836702047587e-07
9.157525315705175473e+00,1.892361686292116902e-07
9.158425318193204490e+00,1.914859603122735310e-07
9.159325320681235283e+00,1.796360053190864694e-07
9.160225323169264300e+00,2.100992539358008607e-07
9.161125325657295093e+00,2.137592243645672889e-07
9.162025328145324110e+00,1.917926769109509450e-07
9.162925330633354903e+00,1.805735743686234738e-07
9.163825333121385697e+00,2.096843932242406268e-07
9.164725335609414714e+00,1.951249563904484077e-07
9.165625338097445507e+00,1.565165014925952275e-07
9.166525340585474524e+00,1.558182429994063961e-07
9.167425343073505317e+00,1.541055520457702258e-07
9.168325345561534334e+00,1.564705208435920657e-07
9.169225348049565127e+00,1.966984832451255486e-07
9.170125350537594144e+00,1.990155598667198477e-07
9.171025353025624938e+00,1.696447680993401169e-07
9.171925355513653955e+00,1.515703770849001681e-07
9.172825358001684748e+00,1.742828894694920131e-07
9.173725360489715541e+00,1.784992460999599808e-07
9.174625362977744558e+00,1.966114317198368298e-07
9.175525365465775351e+00,1.741943510035515106e-07
9.176425367953804368e+00,1.709353048729881867e-07
9.177325370441835162e+00,1.676803667337195340e-07
9.178225372929864179e+00,1.399812051499816792e-07
9.179125375417894972e+00,1.668963050264741560e-07
9.180025377905923989e+00,1.774734319450390190e-07
9.180925380393954782e+00,1.561099579296750559e-07
9.181825382881985576e+00,1.514774332025883205e-07
9.182725385370014592e+00,1.221825036169839075e-07
9.183625387858045386e+00,1.780348578726773758e-07
9.184525390346074403e+00,1.997019671047950584e-07
9.185425392834105196e+00,1.804845336823002239e-07
9.186325395322134213e+00,1.823567867871207858e-07
9.187225397810165006e+00,1.653716087619647278e-07
9.188125400298194023e+00,2.061217788008713852e-07
9.189025402786224817e+00,1.992406485861030424e-07
9.189925405274253833e+00,1.873972600611368634e-07
9.190825407762284627e+00,1.896828198297118882e-07
9.191725410250315420e+00,1.461604412526474998e-07
9.192625412738344437e+00,1.636486041630052220e-07
9.193525415226375230e+00,1.755129048097993514e-07
9.194425417714404247e+00,1.852302834376725837e-07
9.195325420202435041e+00,1.846977365146473976e-07
9.196225422690464057e+00,1.629235082198346949e-07
9.197125425178494851e+00,1.671811301124419711e-07
9.198025427666523868e+00,1.825085225436852461e-07
9.198925430154554661e+00,1.678006773998273985e-07
9.199825432642583678e+00,1.720473689321845509e-07
9.200725435130614471e+00,1.671473359397386705e-07
9.201625437618645265e+00,1.670583616356662501e-07
9.202525440106674282e+00,1.556040831441555098e-07
9.203425442594705075e+00,1.227661486125866250e-07
9.204325445082734092e+00,1.375991568651065891e-07
9.205225447570764885e+00,1.540207335106037269e-07
9.206125450058793902e+00,1.763312346492946883e-07
9.207025452546824695e+00,1.764174041166699414e-07
9.207925455034853712e+00,1.476228819784618777e-07
9.208825457522884506e+00,1.526895751566850211e-07
9.209725460010915299e+00,2.026130099817402981e-07
9.210625462498944316e+00,2.030471014914795923e-07
9.211525464986975109e+00,1.803010480343296462e-07
9.212425467475004126e+00,1.572045364256244688e-07
9.213325469963034919e+00,1.829792796389475973e-07
9.214225472451063936e+00,2.130417880883482708e-07
9.215125474939094730e+00,1.631727593281485848e-07
9.216025477427123747e+00,1.507117064399702992e-07
9.216925479915154540e+00,1.593065963756952718e-07
9.217825482403183557e+00,1.566874242954835343e-07
9.218725484891214350e+00,1.624438139749712440e-07
9.219625487379245143e+00,1.868944457659231158e-07
9.220525489867274160e+00,1.613984916063007124e-07
9.221425492355304954e+00,1.468665307973132547e-07
9.222325494843333971e+00,1.537889366624642374e-07
9.223225497331364764e+00,1.753572848391001109e-07
9.224125499819393781e+00,1.545877750249759695e-07
9.225025502307424574e+00,1.584328793499889162e-07
9.225925504795453591e+00,1.501623032917562161e-07
9.226825507283484384e+00,1.703880533820680120e-07
9.227725509771515178e+00,1.802379926583256001e-07
9.228625512259544195e+00,1.831259578139053275e-07
9.229525514747574988e+00,1.531328588901698073e-07
9.230425517235604005e+00,1.242462940053356134e-07
9.231325519723634798e+00,1.495677370265528205e-07
9.232225522211663815e+00,1.744456568814264243e-07
9.233125524699694608e+00,1.404984566217269263e-07
9.234025527187723625e+00,1.707411207342127564e-07
9.234925529675754419e+00,1.538994425200409163e-07
9.235825532163783436e+00,1.718345518397401150e-07
9.236725534651814229e+00,1.708708281852541061e-07
9.237625537139845022e+00,1.802703535698426020e-07
9.238525539627874039e+00,1.478837701175716824e-07
9.239425542115904832e+00,1.605023525956854988e-07
9.240325544603933849e+00,1.303698770606652930e-07
9.241225547091964643e+00,1.412545964831408104e-07
9.242125549579993660e+00,1.340318561832731532e-07
9.243025552068024453e+00,1.487202022649731504e-07
9.243925554556053470e+00,1.577052932206805898e-07
9.244825557044084263e+00,1.811958854662234346e-07
9.245725559532115057e+00,1.744294138171642055e-07
9.246625562020144073e+00,1.758866567629674036e-07
9.247525564508174867e+00,1.241819888127929930e-07
9.248425566996203884e+00,9.892887511630587744e-08
9.249325569484234677e+00,1.278462830954070777e-07
9.250225571972263694e+00,1.483381687572486081e-07
9.251125574460294487e+00,1.378672864870049065e-07
9.252025576948323504e+00,1.389073613309685688e-07
9.252925579436354298e+00,1.518673594588896262e-07
9.253825581924383314e+00,1.641133449660410621e-07
9.254725584412414108e+00,1.721586018896875232e-07
9.255625586900444901e+00,1.632308541103061236e-07
9.256525589388473918e+00,1.601780186365946847e-07
9.257425591876504711e+00,1.575313325677911153e-07
9.258325594364533728e+00,1.214300468084357511e-07
9.259225596852564522e+00,1.291964938168463632e-07
9.260125599340593538e+00,1.630513117615437501e-07
9.261025601828624332e+00,1.428127232016953505e-07
9.261925604316653349e+00,1.627677411855174528e-07
9.262825606804684142e+00,1.700293766971136287e-07
9.263725609292713159e+00,1.361625172216643083e-07
9.264625611780743952e+00,1.291107763300595486e-07
9.265525614268774746e+00,1.383066512450197915e-07
9.266425616756803763e+00,1.319340503668509933e-07
9.267325619244834556e+00,1.591419545903203179e-07
9.268225621732863573e+00,1.419058863436377829e-07
9.269125624220894366e+00,1.382930335992239230e-07
9.270025626708923383e+00,1.774482793142157075e-07
9.270925629196954176e+00,1.641314397273509572e-07
9.271825631684983193e+00,1.439929502644145578e-07
9.272725634173013987e+00,1.479320175371884403e-07
9.273625636661044780e+00,1.603598762430811328e-07
9.274525639149073797e+00,1.836228689734684702e-07
9.275425641637104590e+00,1.589536576350811187e-07
9.276325644125133607e+00,1.373470489546627845e-07
9.277225646613164400e+00,1.415089348656691798e-07
9.278125649101193417e+00,1.637453221675948305e-07
9.279025651589224211e+00,1.776176073828092082e-07
9.279925654077253228e+00,1.783653189643273283e-07
9.280825656565284021e+00,1.717232529376229583e-07
9.281725659053313038e+00,1.811582424870630205e-07
9.282625661541343831e+00,1.350778121742540200e-07
9.283525664029374624e+00,1.535651943601077208e-07
9.284425666517403641e+00,1.748151553866101104e-07
9.285325669005434435e+00,1.725197620918453930e-07
9.286225671493463452e+00,1.492593978476368660e-07
9.287125673981494245e+00,1.722681445762777381e-07
9.288025676469523262e+00,1.906522396492237273e-07
9.288925678957554055e+00,1.941875368124725497e-07
9.289825681445583072e+00,1.722920974924438588e-07
9.290725683933613865e+00,1.445501583766049813e-07
9.291625686421644659e+00,1.342945579205286794e-07
9.292525688909673676e+00,1.690980233599337342e-07
9.293425691397704469e+00,1.745373005332206335e-07
9.294325693885733486e+00,1.684487123393158559e-07
9.295225696373764279e+00,1.853507012318623559e-07
9.296125698861793296e+00,1.661971320904817981e-07
9.297025701349824089e+00,1.602177907877307065e-07
9.297925703837853106e+00,1.567972394227182422e-07
9.298825706325883900e+00,1.346431704025262342e-07
9.299725708813912917e+00,1.365158366821793356e-07
9.300625711301943710e+00,1.260857439133929782e-07
9.301525713789974503e+00,1.338897882716202142e-07
9.302425716278003520e+00,1.628774388788595325e-07
9.303325718766034313e+00,1.672082406636009161e-07
9.304225721254063330e+00,1.395431486860515845e-07
9.305125723742094124e+00,1.649661006335601984e-07
9.306025726230123141e+00,1.823685211139870166e-07
9.306925728718153934e+00,1.723949773785128443e-07
9.307825731206182951e+00,1.600384294637037016e-07
9.308725733694213744e+00,1.609384374968468210e-07
9.309625736182242761e+00,1.695737368390532638e-07
9.310525738670273554e+00,1.275311128111772898e-07
9.311425741158304348e+00,1.479822666947610071e-07
9.312325743646333365e+00,1.587488447760632107e-07
9.313225746134364158e+00,1.342873177004590856e-07
9.314125748622393175e+00,1.573668690186811629e-07
9.315025751110423968e+00,1.696016372199079567e-07
9.315925753598452985e+00,1.626323015150677154e-07
9.316825756086483779e+00,1.353388289470093609e-07
9.317725758574512795e+00,1.421723374191226381e-07
9.318625761062543589e+00,1.712201876197590097e-07
9.319525763550574382e+00,2.098295068482740374e-07
9.320425766038603399e+00,1.761397536474222399e-07
9.321325768526634192e+00,1.693729327030435754e-07
9.322225771014663209e+00,1.777108247237967398e-07
9.323125773502694003e+00,1.960457574191486417e-07
9.324025775990723020e+00,1.831233389410388871e-07
9.324925778478753813e+00,1.723326398371097704e-07
9.325825780966782830e+00,2.200133954374936055e-07
9.326725783454813623e+00,1.800610833584431378e-07
9.327625785942842640e+00,1.646803770899541386e-07
9.328525788430873433e+00,1.904297039837741874e-07
9.329425790918904227e+00,1.826071037952833022e-07
9.330325793406933244e+00,1.450910263093455383e-07
9.331225795894964037e+00,1.848214008606534814e-07
9.332125798382993054e+00,2.148913194418038165e-07
9.333025800871023847e+00,2.085888535635897417e-07
9.333925803359052864e+00,1.966797225356652330e-07
9.334825805847083657e+00,1.521907778981082939e-07
9.335725808335112674e+00,1.632175145721224320e-07
9.336625810823143468e+00,1.950587357433265392e-07
9.337525813311174261e+00,2.024780732584622522e-07
9.338425815799203278e+00,1.946412058733101111e-07
9.339325818287234071e+00,1.892248958676756877e-07
9.340225820775263088e+00,1.655289902779824387e-07
9.341125823263293881e+00,1.754246737327053130e-07
9.342025825751322898e+00,1.692080658693942065e-07
9.342925828239353692e+00,1.943560693867743373e-07
9.343825830727382709e+00,1.880243581979899198e-07
9.344725833215413502e+00,1.787174230265971231e-07
9.345625835703442519e+00,2.098205563287514208e-07
9.346525838191473312e+00,2.685440935893507734e-07
9.347425840679504105e+00,2.574199567309326665e-07
9.348325843167533122e+00,2.086109368148120196e-07
9.349225845655563916e+00,2.007804306341885760e-07
9.350125848143592933e+00,1.624295743149169724e-07
9.351025850631623726e+00,1.794859505887909987e-07
9.351925853119652743e+00,1.700645748052532566e-07
9.352825855607683536e+00,1.491297602222887776e-07
9.353725858095712553e+00,1.381629553926836935e-07
9.354625860583743346e+00,1.677440603823368310e-07
9.355525863071774140e+00,1.672975593804821528e-07
9.356425865559803157e+00,1.518126146797278601e-07
9.357325868047833950e+00,2.123935260530571019e-07
9.358225870535862967e+00,2.183060066936303751e-07
9.359125873023893760e+00,2.022586978830126280e-07
9.360025875511922777e+00,1.440447373097873080e-07
9.360925877999953570e+00,1.497699646917483017e-07
9.361825880487982587e+00,1.844921094279726944e-07
9.362725882976013381e+00,2.419327898062065966e-07
9.363625885464042398e+00,2.099151013750885359e-07
9.364525887952073191e+00,1.707065093156732316e-07
9.365425890440103984e+00,1.810453123576740196e-07
9.366325892928133001e+00,1.664906600352318483e-07
9.367225895416163794e+00,1.522241102997627390e-07
9.368125897904192811e+00,2.027741334017898858e-07
9.369025900392223605e+00,2.177613649779716252e-07
9.369925902880252622e+00,1.652922616844666940e-07
9.370825905368283415e+00,1.347377660425013572e-07
9.371725907856312432e+00,1.723778682076081007e-07
9.372625910344343225e+00,1.999609182668751935e-07
9.373525912832372242e+00,1.693326791737639637e-07
9.374425915320403035e+00,1.686166812116329434e-07
9.375325917808433829e+00,1.710567978658063200e-07
9.376225920296462846e+00,1.941753002510889739e-07
9.377125922784493639e+00,1.642969745420225938e-07
9.378025925272522656e+00,1.645093034678142271e-07
9.378925927760553449e+00,1.811448411574226125e-07
9.379825930248582466e+00,2.228129329423773213e-07
9.380725932736613260e+00,1.938695368354410227e-07
9.381625935224642276e+00,2.048608022745393861e-07
9.382525937712673070e+00,1.648093031756158084e-07
9.383425940200703863e+00,1.866683388552144347e-07
9.384325942688732880e+00,1.686928982438061397e-07
9.385225945176763673e+00,1.525081540899666856e-07
9.386125947664792690e+00,1.863538717989522710e-07
9.387025950152823484e+00,1.895653444885611602e-07
9.387925952640852501e+00,1.731627531725508329e-07
9.388825955128883294e+00,2.037613269139513148e-07
9.389725957616912311e+00,1.884690258454411107e-07
9.390625960104943104e+00,1.642550392356504091e-07
9.391525962592972121e+00,1.621576512906157798e-07
9.392425965081002914e+00,2.300571446611850243e-07
9.393325967569033708e+00,2.082248496210774671e-07
9.394225970057062725e+00,1.321431517923101315e-07
9.395125972545093518e+00,1.530225335943952393e-07
9.396025975033122535e+00,1.889410662411249208e-07
9.396925977521153328e+00,1.934069069216567972e-07
9.397825980009182345e+00,1.779867421832965613e-07
9.398725982497213138e+00,1.376436622312102720e-07
9.399625984985242155e+00,1.361078476954656305e-07
9.400525987473272949e+00,1.601565580194313402e-07
9.401425989961303742e+00,1.694203628384480373e-07
9.402325992449332759e+00,1.937932521668730953e-07
9.403225994937363552e+00,1.966855651120598405e-07
9.404125997425392569e+00,1.567400211050631703e-07
9.405025999913423362e+00,1.898316710402480408e-07
